#ACCESSION	ORGANISM	START	END	DETECTION
NC_014640.1	Achromobacter xylosoxidans	5246622	5293961	Islandpick
NC_014640.1	Achromobacter xylosoxidans	5298545	5307686	Islandpick
NC_014640.1	Achromobacter xylosoxidans	5307861	5316036	Islandpick
NC_014640.1	Achromobacter xylosoxidans	5317710	5323006	Islandpick
NC_014640.1	Achromobacter xylosoxidans	5323158	5331796	Islandpick
NC_014640.1	Achromobacter xylosoxidans	5896162	5903321	Islandpick
NC_014640.1	Achromobacter xylosoxidans	5903797	5912146	Islandpick
NC_014640.1	Achromobacter xylosoxidans	6242216	6247168	Islandpick
NC_014640.1	Achromobacter xylosoxidans	6290955	6298841	Islandpick
NC_014640.1	Achromobacter xylosoxidans	6482714	6510632	Islandpick
NC_014640.1	Achromobacter xylosoxidans	6558481	6568629	Islandpick
NC_014640.1	Achromobacter xylosoxidans	6815743	6841921	Islandpick
NZ_CP009448.1	Achromobacter xylosoxidans	335681	341760	Islandpick
NZ_CP009448.1	Achromobacter xylosoxidans	1252699	1257297	Islandpick
NZ_CP009448.1	Achromobacter xylosoxidans	1569317	1575831	Islandpick
NZ_CP009448.1	Achromobacter xylosoxidans	1802505	1816700	Islandpick
NZ_CP009448.1	Achromobacter xylosoxidans	2246318	2254039	Islandpick
NZ_CP009448.1	Achromobacter xylosoxidans	2260603	2264740	Islandpick
NZ_CP009448.1	Achromobacter xylosoxidans	2358082	2363756	Islandpick
NZ_CP009448.1	Achromobacter xylosoxidans	2624608	2629296	Islandpick
NZ_CP009448.1	Achromobacter xylosoxidans	2899643	2912336	Islandpick
NZ_CP009448.1	Achromobacter xylosoxidans	2978937	2985751	Islandpick
NZ_CP009448.1	Achromobacter xylosoxidans	3009741	3014452	Islandpick
NZ_CP009448.1	Achromobacter xylosoxidans	3035837	3041538	Islandpick
NZ_CP009448.1	Achromobacter xylosoxidans	3222496	3226683	Islandpick
NZ_CP009448.1	Achromobacter xylosoxidans	3328698	3332889	Islandpick
NZ_CP009448.1	Achromobacter xylosoxidans	3343307	3351554	Islandpick
NZ_CP009448.1	Achromobacter xylosoxidans	3397658	3402810	Islandpick
NZ_CP009448.1	Achromobacter xylosoxidans	3465000	3471643	Islandpick
NZ_CP009448.1	Achromobacter xylosoxidans	3475343	3479708	Islandpick
NZ_CP009448.1	Achromobacter xylosoxidans	3496511	3500675	Islandpick
NZ_CP009448.1	Achromobacter xylosoxidans	3583234	3592128	Islandpick
NZ_CP009448.1	Achromobacter xylosoxidans	3661978	3666084	Islandpick
NZ_CP009448.1	Achromobacter xylosoxidans	3787944	3792656	Islandpick
NZ_CP009448.1	Achromobacter xylosoxidans	4056403	4072172	Islandpick
NZ_CP009448.1	Achromobacter xylosoxidans	4080306	4093198	Islandpick
NZ_CP009448.1	Achromobacter xylosoxidans	4109824	4115377	Islandpick
NZ_CP009448.1	Achromobacter xylosoxidans	4116154	4157358	Islandpick
NZ_CP009448.1	Achromobacter xylosoxidans	4178076	4186671	Islandpick
NZ_CP009448.1	Achromobacter xylosoxidans	4261579	4274368	Islandpick
NZ_CP009448.1	Achromobacter xylosoxidans	4531292	4536191	Islandpick
NZ_CP009448.1	Achromobacter xylosoxidans	4579238	4584539	Islandpick
NZ_CP009448.1	Achromobacter xylosoxidans	4667682	4673958	Islandpick
NZ_CP009448.1	Achromobacter xylosoxidans	4762552	4769195	Islandpick
NZ_CP009448.1	Achromobacter xylosoxidans	5190594	5195622	Islandpick
NZ_CP009448.1	Achromobacter xylosoxidans	5212681	5221404	Islandpick
NZ_CP009448.1	Achromobacter xylosoxidans	5225565	5231358	Islandpick
NZ_CP009448.1	Achromobacter xylosoxidans	5242327	5247739	Islandpick
NZ_CP009448.1	Achromobacter xylosoxidans	5250932	5262099	Islandpick
NZ_CP009448.1	Achromobacter xylosoxidans	5321857	5326428	Islandpick
NZ_CP009448.1	Achromobacter xylosoxidans	5477950	5482209	Islandpick
NZ_CP009448.1	Achromobacter xylosoxidans	5499707	5505878	Islandpick
NZ_CP009448.1	Achromobacter xylosoxidans	5506733	5511273	Islandpick
NZ_CP009448.1	Achromobacter xylosoxidans	5569237	5578837	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	24101	28372	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	43040	49605	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	540805	546402	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	1209874	1241167	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	1248020	1253931	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	1254047	1268047	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	1273316	1293049	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	1719284	1732686	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	1982816	2001213	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	2351247	2356276	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	2420174	2425693	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	2426271	2435349	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	2437367	2451427	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	2526089	2535427	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	2553013	2558641	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	2825375	2830824	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	3104655	3113791	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	3113842	3130908	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	3185594	3192367	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	3214664	3221109	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	3242493	3248418	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	3429015	3433203	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	3474659	3483444	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	3483813	3493875	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	3514427	3520204	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	3551246	3565268	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	3573978	3582225	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	3695572	3702642	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	3729417	3749550	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	3753898	3765292	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	3793883	3798610	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	3801176	3809592	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	3825693	3832390	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	3832675	3837687	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	3838049	3845569	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	3851972	3856537	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	3865705	3871197	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	3871214	3885910	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	3947041	3952214	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	4028779	4033542	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	4165869	4171104	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	4173355	4208110	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	4212321	4224161	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	4461753	4477521	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	4485642	4510951	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	4515043	4520596	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	4521373	4562600	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	4569680	4574862	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	4581635	4591886	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	4629761	4638749	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	4638892	4643048	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	4678145	4686547	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	4687317	4707103	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	4856078	4860399	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	4861346	4865596	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	4870763	4877250	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	4962332	4986458	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	4997701	5007274	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	5024400	5029317	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	5036734	5043628	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	5123451	5135754	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	5217065	5245992	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	5248199	5253396	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	5255325	5273277	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	5277126	5286749	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	5690047	5695082	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	5703639	5708495	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	5710830	5717090	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	5734141	5752835	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	5762918	5769217	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	5769915	5779993	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	5843325	5847660	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	6014410	6018664	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	6036178	6047742	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	6059578	6066263	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	6067005	6077771	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	6105887	6119757	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	6140112	6145359	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	6250215	6258476	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	6260249	6299980	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	6300431	6308715	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	6309917	6316265	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	6316657	6321078	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	6321400	6341107	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	6343362	6377842	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	6378363	6393159	Islandpick
NZ_LN831029.1	Achromobacter xylosoxidans	6620574	6649810	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	15193	20080	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	44443	52314	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	76653	81063	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	135308	139532	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	247469	266666	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	267997	273497	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	279340	289778	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	291691	297643	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	298038	303679	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	364057	368424	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	372217	377147	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	387006	393716	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	459886	465805	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	466687	472681	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	642388	649626	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	705592	710822	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	746815	763650	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	822371	828567	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	859474	877445	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	878445	884230	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	937064	946336	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	947223	951258	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	952756	957515	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	977828	983218	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	1257524	1264326	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	1314570	1323688	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	1331007	1346176	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	1367886	1373524	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	1620290	1625978	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	1629353	1640192	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	1656034	1662276	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	1726112	1735041	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	1997596	2013768	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	2016039	2020078	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	2269800	2274867	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	2524625	2533001	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	2820217	2825815	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	2833387	2850463	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	2874408	2878660	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	3228636	3234079	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	3890402	3904169	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	4143128	4152978	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	4200487	4210641	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	4373071	4379075	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	4468519	4473009	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	4553385	4557716	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	4557931	4562099	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	4710154	4718461	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	4841323	4855754	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	4893008	4907442	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	4955453	4960097	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	5108912	5113456	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	5163685	5173827	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	5182682	5187023	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	5192797	5199171	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	5209500	5229958	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	5239771	5245249	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	5260012	5264741	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	5282470	5287134	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	5289731	5295072	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	5296994	5302921	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	5312689	5319122	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	5319181	5330256	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	5330531	5334963	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	5377308	5382164	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	5883123	5887618	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	5964447	5970719	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	5970795	5977849	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	5979453	5983814	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	5984030	5990009	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	6012250	6016257	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	6016724	6025080	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	6029146	6033911	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	6058029	6063795	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	6098851	6108313	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	6128568	6136176	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	6281670	6287877	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	6293235	6326940	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	6383163	6389263	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	6402580	6408349	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	6413333	6423088	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	6425502	6430218	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	6434379	6459731	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	6474850	6505519	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	6686394	6692489	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	6744048	6750191	Islandpick
NZ_CP014060.1	Achromobacter xylosoxidans	6758435	6797255	Islandpick
NC_015138.1	Acidovorax avenae	719723	723777	Islandpick
NC_015138.1	Acidovorax avenae	765229	774122	Islandpick
NC_015138.1	Acidovorax avenae	777587	784753	Islandpick
NC_015138.1	Acidovorax avenae	897875	902248	Islandpick
NC_015138.1	Acidovorax avenae	1525879	1537558	Islandpick
NC_015138.1	Acidovorax avenae	1891873	1898176	Islandpick
NC_015138.1	Acidovorax avenae	1912970	1919278	Islandpick
NC_015138.1	Acidovorax avenae	2277745	2288344	Islandpick
NC_015138.1	Acidovorax avenae	2536771	2549076	Islandpick
NC_015138.1	Acidovorax avenae	2818703	2830637	Islandpick
NC_015138.1	Acidovorax avenae	2831250	2835270	Islandpick
NC_015138.1	Acidovorax avenae	3914938	3927250	Islandpick
NC_015138.1	Acidovorax avenae	4213552	4221608	Islandpick
NC_015138.1	Acidovorax avenae	4504154	4508274	Islandpick
NC_015138.1	Acidovorax avenae	5355959	5360162	Islandpick
NC_008752.1	Acidovorax citrulli	527740	536197	Islandpick
NC_008752.1	Acidovorax citrulli	543267	547913	Islandpick
NC_008752.1	Acidovorax citrulli	554635	559236	Islandpick
NC_008752.1	Acidovorax citrulli	589507	598154	Islandpick
NC_008752.1	Acidovorax citrulli	598885	623161	Islandpick
NC_008752.1	Acidovorax citrulli	1767234	1782225	Islandpick
NC_008752.1	Acidovorax citrulli	1782314	1787666	Islandpick
NC_008752.1	Acidovorax citrulli	1797928	1802884	Islandpick
NC_008752.1	Acidovorax citrulli	1844872	1853137	Islandpick
NC_008752.1	Acidovorax citrulli	1918996	1925751	Islandpick
NC_008752.1	Acidovorax citrulli	1925881	1930377	Islandpick
NC_008752.1	Acidovorax citrulli	2341654	2347991	Islandpick
NC_008752.1	Acidovorax citrulli	2554745	2562807	Islandpick
NC_008752.1	Acidovorax citrulli	2564305	2571494	Islandpick
NC_008752.1	Acidovorax citrulli	2571987	2612172	Islandpick
NC_008752.1	Acidovorax citrulli	2612676	2632749	Islandpick
NC_008752.1	Acidovorax citrulli	2944723	2951735	Islandpick
NC_008752.1	Acidovorax citrulli	3173913	3186561	Islandpick
NC_008752.1	Acidovorax citrulli	3193668	3202624	Islandpick
NC_008752.1	Acidovorax citrulli	3604683	3610326	Islandpick
NC_008752.1	Acidovorax citrulli	3704014	3713112	Islandpick
NC_008752.1	Acidovorax citrulli	4096965	4102518	Islandpick
NC_008752.1	Acidovorax citrulli	4312420	4317746	Islandpick
NC_008752.1	Acidovorax citrulli	4546892	4558206	Islandpick
NC_008752.1	Acidovorax citrulli	4563118	4574656	Islandpick
NC_011992.1	Acidovorax ebreus	1217474	1226713	Islandpick
NC_011992.1	Acidovorax ebreus	1977557	1985620	Islandpick
NC_011992.1	Acidovorax ebreus	2297602	2304106	Islandpick
NC_011992.1	Acidovorax ebreus	3385225	3390065	Islandpick
NC_008782.1	Acidovorax sp.	226438	235884	Islandpick
NC_008782.1	Acidovorax sp.	505891	512791	Islandpick
NC_008782.1	Acidovorax sp.	588118	595564	Islandpick
NC_008782.1	Acidovorax sp.	856770	866581	Islandpick
NC_008782.1	Acidovorax sp.	1558494	1563935	Islandpick
NC_008782.1	Acidovorax sp.	1581218	1594536	Islandpick
NC_008782.1	Acidovorax sp.	1597600	1601936	Islandpick
NC_008782.1	Acidovorax sp.	1625601	1630941	Islandpick
NC_008782.1	Acidovorax sp.	1646602	1659916	Islandpick
NC_008782.1	Acidovorax sp.	1870926	1877979	Islandpick
NC_008782.1	Acidovorax sp.	1941632	1954089	Islandpick
NC_008782.1	Acidovorax sp.	1964463	1973865	Islandpick
NC_008782.1	Acidovorax sp.	2284238	2297045	Islandpick
NC_008782.1	Acidovorax sp.	2600363	2611157	Islandpick
NC_008782.1	Acidovorax sp.	3116088	3122437	Islandpick
NC_008782.1	Acidovorax sp.	3238755	3251599	Islandpick
NC_008782.1	Acidovorax sp.	3815791	3821898	Islandpick
NC_008782.1	Acidovorax sp.	3995477	4002084	Islandpick
NC_018708.1	Acidovorax sp.	279498	300232	Islandpick
NC_018708.1	Acidovorax sp.	1248694	1256698	Islandpick
NC_018708.1	Acidovorax sp.	1866776	1870839	Islandpick
NC_018708.1	Acidovorax sp.	1875832	1883824	Islandpick
NC_018708.1	Acidovorax sp.	1883841	1897118	Islandpick
NC_018708.1	Acidovorax sp.	1897129	1903289	Islandpick
NC_018708.1	Acidovorax sp.	2246304	2251040	Islandpick
NC_018708.1	Acidovorax sp.	2340821	2353874	Islandpick
NC_018708.1	Acidovorax sp.	2354067	2359246	Islandpick
NC_018708.1	Acidovorax sp.	2359367	2363707	Islandpick
NC_018708.1	Acidovorax sp.	3031304	3060154	Islandpick
NC_018708.1	Acidovorax sp.	3061598	3073382	Islandpick
NC_018708.1	Acidovorax sp.	3074500	3089795	Islandpick
NC_018708.1	Acidovorax sp.	3092154	3097176	Islandpick
NC_018708.1	Acidovorax sp.	3097414	3106442	Islandpick
NC_018708.1	Acidovorax sp.	3135960	3145975	Islandpick
NC_018708.1	Acidovorax sp.	3190869	3210912	Islandpick
NC_018708.1	Acidovorax sp.	3240262	3244320	Islandpick
NC_018708.1	Acidovorax sp.	3267704	3271736	Islandpick
NC_018708.1	Acidovorax sp.	3536466	3546524	Islandpick
NC_018708.1	Acidovorax sp.	3704809	3712729	Islandpick
NC_018708.1	Acidovorax sp.	3719061	3726903	Islandpick
NC_018708.1	Acidovorax sp.	3746583	3756253	Islandpick
NC_018708.1	Acidovorax sp.	3944349	3959467	Islandpick
NC_018708.1	Acidovorax sp.	3962373	3975982	Islandpick
NC_018708.1	Acidovorax sp.	4252496	4256772	Islandpick
NC_018708.1	Acidovorax sp.	4614069	4634933	Islandpick
NC_018708.1	Acidovorax sp.	4654028	4662609	Islandpick
NC_018708.1	Acidovorax sp.	4964814	4971498	Islandpick
NC_011586.1	Acinetobacter baumannii AB0057	275695	283935	Islandpick
NC_011586.1	Acinetobacter baumannii AB0057	316469	322707	Islandpick
NC_011586.1	Acinetobacter baumannii AB0057	2103155	2120133	Islandpick
NC_011586.1	Acinetobacter baumannii AB0057	2124157	2148296	Islandpick
NC_011586.1	Acinetobacter baumannii AB0057	2170054	2175196	Islandpick
NC_011586.1	Acinetobacter baumannii AB0057	3359566	3364677	Islandpick
NC_011586.1	Acinetobacter baumannii AB0057	3967489	3974209	Islandpick
NC_010410.1	Acinetobacter baumannii	3639863	3652547	Islandpick
NC_010410.1	Acinetobacter baumannii	3660063	3672474	Islandpick
NC_010410.1	Acinetobacter baumannii	3672689	3678715	Islandpick
NC_017162.1	Acinetobacter baumannii	284306	288626	Islandpick
NC_017171.1	Acinetobacter baumannii	2655993	2670399	Islandpick
NC_017171.1	Acinetobacter baumannii	2670416	2684455	Islandpick
NC_017171.1	Acinetobacter baumannii	2687094	2698020	Islandpick
NC_017171.1	Acinetobacter baumannii	2896870	2911612	Islandpick
NC_017171.1	Acinetobacter baumannii	2911629	2928034	Islandpick
NC_021733.1	Acinetobacter baumannii	2115274	2129438	Islandpick
NC_021733.1	Acinetobacter baumannii	2444506	2476515	Islandpick
NC_021733.1	Acinetobacter baumannii	3277890	3294164	Islandpick
NC_021733.1	Acinetobacter baumannii	3773719	3779262	Islandpick
NC_021729.1	Acinetobacter baumannii	3222826	3226939	Islandpick
NZ_CP017152.1	Acinetobacter baumannii	1882837	1889877	Islandpick
NZ_CP017152.1	Acinetobacter baumannii	2166750	2203534	Islandpick
NZ_CP017152.1	Acinetobacter baumannii	2819985	2857386	Islandpick
NZ_CP009256.1	Acinetobacter baumannii	2925429	2931945	Islandpick
NZ_CP009256.1	Acinetobacter baumannii	2935700	2942460	Islandpick
NZ_CP009256.1	Acinetobacter baumannii	2945468	2951169	Islandpick
NZ_CP009257.1	Acinetobacter baumannii	852699	859706	Islandpick
NZ_CP009257.1	Acinetobacter baumannii	1132549	1137245	Islandpick
NZ_CP009257.1	Acinetobacter baumannii	1461396	1496885	Islandpick
NZ_CP009257.1	Acinetobacter baumannii	2023747	2055220	Islandpick
NZ_CP009257.1	Acinetobacter baumannii	2055237	2059836	Islandpick
NZ_CP009257.1	Acinetobacter baumannii	3683041	3688284	Islandpick
