#ACCESSION	ORGANISM	START	END	DETECTION
NC_017146.1	Acetobacter pasteurianus	168917	202426	Dimob
NC_017146.1	Acetobacter pasteurianus	276160	282210	Dimob
NC_017146.1	Acetobacter pasteurianus	502180	567455	Dimob
NC_017146.1	Acetobacter pasteurianus	850776	884973	Dimob
NC_017146.1	Acetobacter pasteurianus	1498532	1506922	Dimob
NC_017146.1	Acetobacter pasteurianus	1519097	1537246	Dimob
NC_017146.1	Acetobacter pasteurianus	1919082	1982910	Dimob
NC_017146.1	Acetobacter pasteurianus	2029264	2049631	Dimob
NC_017146.1	Acetobacter pasteurianus	2179622	2217578	Dimob
NC_017146.1	Acetobacter pasteurianus	2355980	2364881	Dimob
NC_017146.1	Acetobacter pasteurianus	2476844	2487835	Dimob
NC_017146.1	Acetobacter pasteurianus	2581496	2608414	Dimob
NC_017146.1	Acetobacter pasteurianus	2785115	2795539	Dimob
NC_017146.1	Acetobacter pasteurianus	2895388	2904297	Dimob
NC_017111.1	Acetobacter pasteurianus	168917	202426	Dimob
NC_017111.1	Acetobacter pasteurianus	276160	282210	Dimob
NC_017111.1	Acetobacter pasteurianus	502180	567455	Dimob
NC_017111.1	Acetobacter pasteurianus	850776	884973	Dimob
NC_017111.1	Acetobacter pasteurianus	1497515	1505905	Dimob
NC_017111.1	Acetobacter pasteurianus	1518080	1536229	Dimob
NC_017111.1	Acetobacter pasteurianus	1918059	1980218	Dimob
NC_017111.1	Acetobacter pasteurianus	2026572	2046964	Dimob
NC_017111.1	Acetobacter pasteurianus	2176955	2214911	Dimob
NC_017111.1	Acetobacter pasteurianus	2353313	2362214	Dimob
NC_017111.1	Acetobacter pasteurianus	2474177	2485168	Dimob
NC_017111.1	Acetobacter pasteurianus	2578829	2605747	Dimob
NC_017111.1	Acetobacter pasteurianus	2782448	2792872	Dimob
NC_017111.1	Acetobacter pasteurianus	2892721	2901630	Dimob
NC_017150.1	Acetobacter pasteurianus	168917	202426	Dimob
NC_017150.1	Acetobacter pasteurianus	276160	282898	Dimob
NC_017150.1	Acetobacter pasteurianus	502186	567461	Dimob
NC_017150.1	Acetobacter pasteurianus	850782	884979	Dimob
NC_017150.1	Acetobacter pasteurianus	1619599	1626410	Dimob
NC_017150.1	Acetobacter pasteurianus	1825835	1887994	Dimob
NC_017150.1	Acetobacter pasteurianus	1934348	1954715	Dimob
NC_017150.1	Acetobacter pasteurianus	2084706	2122680	Dimob
NC_017150.1	Acetobacter pasteurianus	2259620	2269983	Dimob
NC_017150.1	Acetobacter pasteurianus	2383361	2394352	Dimob
NC_017150.1	Acetobacter pasteurianus	2487507	2521984	Dimob
NC_017150.1	Acetobacter pasteurianus	2693047	2703471	Dimob
NC_017150.1	Acetobacter pasteurianus	2803320	2812229	Dimob
NC_017108.1	Acetobacter pasteurianus	168917	202426	Dimob
NC_017108.1	Acetobacter pasteurianus	276160	282210	Dimob
NC_017108.1	Acetobacter pasteurianus	502180	567455	Dimob
NC_017108.1	Acetobacter pasteurianus	850776	884973	Dimob
NC_017108.1	Acetobacter pasteurianus	1497515	1505905	Dimob
NC_017108.1	Acetobacter pasteurianus	1518080	1536229	Dimob
NC_017108.1	Acetobacter pasteurianus	1711847	1718658	Dimob
NC_017108.1	Acetobacter pasteurianus	1918071	1980230	Dimob
NC_017108.1	Acetobacter pasteurianus	2026584	2046946	Dimob
NC_017108.1	Acetobacter pasteurianus	2176937	2214893	Dimob
NC_017108.1	Acetobacter pasteurianus	2353295	2362196	Dimob
NC_017108.1	Acetobacter pasteurianus	2474159	2485150	Dimob
NC_017108.1	Acetobacter pasteurianus	2578811	2612782	Dimob
NC_017108.1	Acetobacter pasteurianus	2782430	2792854	Dimob
NC_017108.1	Acetobacter pasteurianus	2892703	2901612	Dimob
NZ_AP014881.1	Acetobacter pasteurianus	162472	186374	Dimob
NZ_AP014881.1	Acetobacter pasteurianus	487208	538243	Dimob
NZ_AP014881.1	Acetobacter pasteurianus	808957	830447	Dimob
NZ_AP014881.1	Acetobacter pasteurianus	1249079	1271827	Dimob
NZ_AP014881.1	Acetobacter pasteurianus	1504225	1554103	Dimob
NZ_AP014881.1	Acetobacter pasteurianus	1723865	1842034	Dimob
NZ_AP014881.1	Acetobacter pasteurianus	2019448	2051021	Dimob
NZ_AP014881.1	Acetobacter pasteurianus	2232308	2264554	Dimob
NZ_AP014881.1	Acetobacter pasteurianus	2793118	2802899	Dimob
NC_021991.1	Acetobacter pasteurianus	222215	236988	Dimob
NC_021991.1	Acetobacter pasteurianus	249005	298158	Dimob
NC_021991.1	Acetobacter pasteurianus	366000	407158	Dimob
NC_021991.1	Acetobacter pasteurianus	466665	477310	Dimob
NC_021991.1	Acetobacter pasteurianus	713367	724519	Dimob
NC_021991.1	Acetobacter pasteurianus	733863	754707	Dimob
NC_021991.1	Acetobacter pasteurianus	1451096	1460877	Dimob
NC_021991.1	Acetobacter pasteurianus	1722841	1768180	Dimob
NC_021991.1	Acetobacter pasteurianus	2056297	2125132	Dimob
NC_021991.1	Acetobacter pasteurianus	2391889	2416466	Dimob
NZ_CP012111.1	Acetobacter pasteurianus	51948	67636	Dimob
NZ_CP012111.1	Acetobacter pasteurianus	336394	350138	Dimob
NZ_CP012111.1	Acetobacter pasteurianus	386232	392677	Dimob
NZ_CP012111.1	Acetobacter pasteurianus	485587	492321	Dimob
NZ_CP012111.1	Acetobacter pasteurianus	829235	853503	Dimob
NZ_CP012111.1	Acetobacter pasteurianus	1018374	1026822	Dimob
NZ_CP012111.1	Acetobacter pasteurianus	1182101	1197791	Dimob
NZ_CP012111.1	Acetobacter pasteurianus	1326693	1434354	Dimob
NZ_CP012111.1	Acetobacter pasteurianus	1450617	1459713	Dimob
NZ_CP012111.1	Acetobacter pasteurianus	2245635	2258512	Dimob
NZ_CP012111.1	Acetobacter pasteurianus	2273434	2291329	Dimob
NZ_CP012111.1	Acetobacter pasteurianus	2394230	2435743	Dimob
NZ_CP012111.1	Acetobacter pasteurianus	2733126	2785853	Dimob
NZ_CP015164.1	Acetobacter pasteurianus	128656	164559	Dimob
NZ_CP015164.1	Acetobacter pasteurianus	431546	443814	Dimob
NZ_CP015164.1	Acetobacter pasteurianus	926933	932782	Dimob
NZ_CP015164.1	Acetobacter pasteurianus	990217	1019819	Dimob
NZ_CP015164.1	Acetobacter pasteurianus	1044502	1088157	Dimob
NZ_CP015164.1	Acetobacter pasteurianus	1187000	1192912	Dimob
NZ_CP015164.1	Acetobacter pasteurianus	1229260	1244603	Dimob
NZ_CP015164.1	Acetobacter pasteurianus	1255014	1261966	Dimob
NZ_CP015164.1	Acetobacter pasteurianus	1469245	1494024	Dimob
NZ_CP015164.1	Acetobacter pasteurianus	1561188	1569140	Dimob
NZ_CP015164.1	Acetobacter pasteurianus	1735329	1754034	Dimob
NZ_CP015164.1	Acetobacter pasteurianus	1791463	1827570	Dimob
NZ_CP015164.1	Acetobacter pasteurianus	1880175	1919983	Dimob
NZ_CP015164.1	Acetobacter pasteurianus	1976762	2001534	Dimob
NZ_CP015164.1	Acetobacter pasteurianus	2006537	2012500	Dimob
NZ_CP015164.1	Acetobacter pasteurianus	2152335	2175678	Dimob
NZ_CP015164.1	Acetobacter pasteurianus	2369314	2385386	Dimob
NZ_CP015164.1	Acetobacter pasteurianus	2650404	2656515	Dimob
NZ_CP015164.1	Acetobacter pasteurianus	2844669	2850603	Dimob
NZ_CP015168.1	Acetobacter pasteurianus	12204	20948	Dimob
NZ_CP015168.1	Acetobacter pasteurianus	110363	122663	Dimob
NZ_CP015168.1	Acetobacter pasteurianus	135322	147294	Dimob
NZ_CP015168.1	Acetobacter pasteurianus	163951	208546	Dimob
NZ_CP015168.1	Acetobacter pasteurianus	257877	262881	Dimob
NZ_CP015168.1	Acetobacter pasteurianus	275970	297437	Dimob
NZ_CP015168.1	Acetobacter pasteurianus	373110	380136	Dimob
NZ_CP015168.1	Acetobacter pasteurianus	395104	438448	Dimob
NZ_CP015168.1	Acetobacter pasteurianus	840331	855382	Dimob
NZ_CP015168.1	Acetobacter pasteurianus	1083810	1096479	Dimob
NZ_CP015168.1	Acetobacter pasteurianus	1232207	1244480	Dimob
NZ_CP015168.1	Acetobacter pasteurianus	1296529	1339522	Dimob
NZ_CP015168.1	Acetobacter pasteurianus	1362817	1393957	Dimob
NZ_CP015168.1	Acetobacter pasteurianus	1539852	1570284	Dimob
NZ_CP015168.1	Acetobacter pasteurianus	1635336	1643889	Dimob
NZ_CP015168.1	Acetobacter pasteurianus	1649487	1661264	Dimob
NZ_CP015168.1	Acetobacter pasteurianus	1885013	1921585	Dimob
NZ_CP015168.1	Acetobacter pasteurianus	1963200	1968980	Dimob
NZ_CP015168.1	Acetobacter pasteurianus	2022227	2063823	Dimob
NZ_CP015168.1	Acetobacter pasteurianus	2078539	2088659	Dimob
NZ_CP015168.1	Acetobacter pasteurianus	2126913	2160807	Dimob
NZ_CP015168.1	Acetobacter pasteurianus	2670035	2686331	Dimob
NC_016894.1	Acetobacterium woodii	150925	175271	Dimob
NC_016894.1	Acetobacterium woodii	736524	750000	Dimob
NC_016894.1	Acetobacterium woodii	1270955	1289960	Dimob
NC_016894.1	Acetobacterium woodii	1324761	1357385	Dimob
NC_016894.1	Acetobacterium woodii	1376737	1409721	Dimob
NC_016894.1	Acetobacterium woodii	1542077	1564324	Dimob
NC_016894.1	Acetobacterium woodii	1663039	1680429	Dimob
NC_016894.1	Acetobacterium woodii	2000246	2010603	Dimob
NC_016894.1	Acetobacterium woodii	3117952	3152490	Dimob
NC_016894.1	Acetobacterium woodii	3582570	3611985	Dimob
NC_016894.1	Acetobacterium woodii	3893228	3931721	Dimob
NC_016894.1	Acetobacterium woodii	3941398	3974488	Dimob
NC_016894.1	Acetobacterium woodii	3990088	4006646	Dimob
NC_014378.1	Acetohalobium arabaticum	965872	983147	Dimob
NC_014378.1	Acetohalobium arabaticum	1440849	1448169	Dimob
NC_014378.1	Acetohalobium arabaticum	2013396	2037152	Dimob
NC_014378.1	Acetohalobium arabaticum	2079617	2091883	Dimob
NC_014378.1	Acetohalobium arabaticum	2255253	2267661	Dimob
NC_010163.1	Acholeplasma laidlawii	607408	667763	Dimob
NC_010163.1	Acholeplasma laidlawii	805767	818126	Dimob
NC_014640.1	Achromobacter xylosoxidans	1127044	1210687	Dimob
NC_014640.1	Achromobacter xylosoxidans	2154027	2203769	Dimob
NC_014640.1	Achromobacter xylosoxidans	4029421	4052316	Dimob
NC_014640.1	Achromobacter xylosoxidans	4298023	4345330	Dimob
NC_014640.1	Achromobacter xylosoxidans	4935719	4963056	Dimob
NC_014640.1	Achromobacter xylosoxidans	6523881	6530764	Dimob
NC_014640.1	Achromobacter xylosoxidans	6824876	6843931	Dimob
NZ_CP009448.1	Achromobacter xylosoxidans	310925	324713	Dimob
NZ_CP009448.1	Achromobacter xylosoxidans	1811657	1818900	Dimob
NZ_CP009448.1	Achromobacter xylosoxidans	3795776	3825379	Dimob
NZ_CP009448.1	Achromobacter xylosoxidans	5564465	5576411	Dimob
NZ_CP009448.1	Achromobacter xylosoxidans	5898406	5911383	Dimob
NZ_LN831029.1	Achromobacter xylosoxidans	1150005	1193782	Dimob
NZ_LN831029.1	Achromobacter xylosoxidans	1991972	1999396	Dimob
NZ_LN831029.1	Achromobacter xylosoxidans	3124890	3129856	Dimob
NZ_LN831029.1	Achromobacter xylosoxidans	3776752	3809286	Dimob
NZ_LN831029.1	Achromobacter xylosoxidans	3848723	3854805	Dimob
NZ_LN831029.1	Achromobacter xylosoxidans	4162652	4217812	Dimob
NZ_LN831029.1	Achromobacter xylosoxidans	4999062	5006144	Dimob
NZ_LN831029.1	Achromobacter xylosoxidans	5847950	5863685	Dimob
NZ_LN831029.1	Achromobacter xylosoxidans	6104954	6117332	Dimob
NZ_LN831029.1	Achromobacter xylosoxidans	6241220	6335100	Dimob
NZ_LN831029.1	Achromobacter xylosoxidans	6580528	6593487	Dimob
NZ_CP014060.1	Achromobacter xylosoxidans	919091	943095	Dimob
NZ_CP014060.1	Achromobacter xylosoxidans	1959549	1981363	Dimob
NZ_CP014060.1	Achromobacter xylosoxidans	1988569	2013087	Dimob
NZ_CP014060.1	Achromobacter xylosoxidans	3838910	3854503	Dimob
NZ_CP014060.1	Achromobacter xylosoxidans	3971397	4002057	Dimob
NZ_CP014060.1	Achromobacter xylosoxidans	4834591	4855634	Dimob
NZ_CP014060.1	Achromobacter xylosoxidans	6743805	6794295	Dimob
NC_013740.1	Acidaminococcus fermentans	846474	872777	Dimob
NC_013740.1	Acidaminococcus fermentans	1182904	1214123	Dimob
NC_013740.1	Acidaminococcus fermentans	1259651	1296637	Dimob
NC_013740.1	Acidaminococcus fermentans	1838726	1849177	Dimob
NC_013740.1	Acidaminococcus fermentans	1949084	1966998	Dimob
NC_013740.1	Acidaminococcus fermentans	2119498	2158434	Dimob
NC_013740.1	Acidaminococcus fermentans	2226787	2234591	Dimob
NC_016077.1	Acidaminococcus intestini	665155	716205	Dimob
NC_016077.1	Acidaminococcus intestini	1260624	1292859	Dimob
NC_016077.1	Acidaminococcus intestini	1331206	1409075	Dimob
NC_016077.1	Acidaminococcus intestini	1540196	1546250	Dimob
NC_016077.1	Acidaminococcus intestini	1832255	1837172	Dimob
NC_016077.1	Acidaminococcus intestini	1881923	1976922	Dimob
NC_013124.1	Acidimicrobium ferrooxidans	56594	72292	Dimob
NC_013124.1	Acidimicrobium ferrooxidans	157557	161703	Dimob
NC_013124.1	Acidimicrobium ferrooxidans	304760	316884	Dimob
NC_013124.1	Acidimicrobium ferrooxidans	505644	523906	Dimob
NC_013124.1	Acidimicrobium ferrooxidans	533164	559259	Dimob
NC_013124.1	Acidimicrobium ferrooxidans	678947	684215	Dimob
NC_013124.1	Acidimicrobium ferrooxidans	994325	1007752	Dimob
NC_013124.1	Acidimicrobium ferrooxidans	1360086	1376555	Dimob
NC_013124.1	Acidimicrobium ferrooxidans	1443229	1462488	Dimob
NC_013124.1	Acidimicrobium ferrooxidans	1545903	1560573	Dimob
NC_013124.1	Acidimicrobium ferrooxidans	1740085	1744829	Dimob
NC_013124.1	Acidimicrobium ferrooxidans	1924277	1931037	Dimob
NC_013124.1	Acidimicrobium ferrooxidans	1947414	1955326	Dimob
NC_013124.1	Acidimicrobium ferrooxidans	2066979	2079117	Dimob
NC_013124.1	Acidimicrobium ferrooxidans	2130157	2136243	Dimob
NC_009484.1	Acidiphilium cryptum	102503	142172	Dimob
NC_009484.1	Acidiphilium cryptum	329312	355302	Dimob
NC_009484.1	Acidiphilium cryptum	775340	790440	Dimob
NC_009484.1	Acidiphilium cryptum	865696	920561	Dimob
NC_009484.1	Acidiphilium cryptum	1294492	1319425	Dimob
NC_009484.1	Acidiphilium cryptum	1431994	1447442	Dimob
NC_009484.1	Acidiphilium cryptum	1627734	1642149	Dimob
NC_009484.1	Acidiphilium cryptum	2522262	2539299	Dimob
NC_009484.1	Acidiphilium cryptum	2663412	2685497	Dimob
NC_009484.1	Acidiphilium cryptum	2708493	2720560	Dimob
NC_015186.1	Acidiphilium multivorum	49297	65803	Dimob
NC_015186.1	Acidiphilium multivorum	133748	173175	Dimob
NC_015186.1	Acidiphilium multivorum	468929	514652	Dimob
NC_015186.1	Acidiphilium multivorum	816870	834940	Dimob
NC_015186.1	Acidiphilium multivorum	972428	985758	Dimob
NC_015186.1	Acidiphilium multivorum	1141118	1181413	Dimob
NC_015186.1	Acidiphilium multivorum	1497488	1503133	Dimob
NC_015186.1	Acidiphilium multivorum	1697996	1711671	Dimob
NC_015186.1	Acidiphilium multivorum	2068883	2093620	Dimob
NC_015186.1	Acidiphilium multivorum	2132704	2163446	Dimob
NC_015186.1	Acidiphilium multivorum	2197236	2212677	Dimob
NC_015186.1	Acidiphilium multivorum	2222198	2233351	Dimob
NC_015186.1	Acidiphilium multivorum	2252639	2283791	Dimob
NC_015186.1	Acidiphilium multivorum	2733867	2746573	Dimob
NC_015186.1	Acidiphilium multivorum	2830116	2838385	Dimob
NC_015186.1	Acidiphilium multivorum	2875489	2927586	Dimob
NC_015186.1	Acidiphilium multivorum	3275714	3285163	Dimob
NC_015186.1	Acidiphilium multivorum	3426131	3437224	Dimob
NC_015186.1	Acidiphilium multivorum	3445426	3452969	Dimob
NC_015186.1	Acidiphilium multivorum	3682895	3688549	Dimob
NZ_CP005986.1	Acidithiobacillus caldus	90671	152098	Dimob
NZ_CP005986.1	Acidithiobacillus caldus	627039	657798	Dimob
NZ_CP005986.1	Acidithiobacillus caldus	1368281	1392547	Dimob
NZ_CP005986.1	Acidithiobacillus caldus	1800384	1849606	Dimob
NZ_CP005986.1	Acidithiobacillus caldus	1894674	1940281	Dimob
NZ_CP005986.1	Acidithiobacillus caldus	1952968	1980282	Dimob
NZ_CP005986.1	Acidithiobacillus caldus	2626390	2643781	Dimob
NC_015850.1	Acidithiobacillus caldus	183349	192827	Dimob
NC_015850.1	Acidithiobacillus caldus	744343	764207	Dimob
NC_015850.1	Acidithiobacillus caldus	877956	899966	Dimob
NC_015850.1	Acidithiobacillus caldus	1200776	1304031	Dimob
NC_015850.1	Acidithiobacillus caldus	1631679	1649170	Dimob
NC_015850.1	Acidithiobacillus caldus	2021816	2028085	Dimob
NC_015850.1	Acidithiobacillus caldus	2783127	2818024	Dimob
NC_015942.1	Acidithiobacillus ferrivorans	363417	370770	Dimob
NC_015942.1	Acidithiobacillus ferrivorans	413373	458758	Dimob
NC_015942.1	Acidithiobacillus ferrivorans	506005	552993	Dimob
NC_015942.1	Acidithiobacillus ferrivorans	762731	775762	Dimob
NC_015942.1	Acidithiobacillus ferrivorans	886867	907319	Dimob
NC_015942.1	Acidithiobacillus ferrivorans	1052181	1062346	Dimob
NC_015942.1	Acidithiobacillus ferrivorans	1200422	1204657	Dimob
NC_015942.1	Acidithiobacillus ferrivorans	1943223	1958482	Dimob
NC_015942.1	Acidithiobacillus ferrivorans	2278563	2321475	Dimob
NC_015942.1	Acidithiobacillus ferrivorans	2350250	2373113	Dimob
NC_015942.1	Acidithiobacillus ferrivorans	2552720	2569592	Dimob
NC_015942.1	Acidithiobacillus ferrivorans	3097426	3108520	Dimob
NC_011206.1	Acidithiobacillus ferrooxidans	108222	116220	Dimob
NC_011206.1	Acidithiobacillus ferrooxidans	206554	232821	Dimob
NC_011206.1	Acidithiobacillus ferrooxidans	1369238	1389847	Dimob
NC_011206.1	Acidithiobacillus ferrooxidans	1736153	1747267	Dimob
NC_011206.1	Acidithiobacillus ferrooxidans	2764687	2782125	Dimob
NC_011761.1	Acidithiobacillus ferrooxidans	745902	775333	Dimob
NC_011761.1	Acidithiobacillus ferrooxidans	934667	945923	Dimob
NC_011761.1	Acidithiobacillus ferrooxidans	1089174	1124777	Dimob
NC_011761.1	Acidithiobacillus ferrooxidans	1380702	1402920	Dimob
NC_011761.1	Acidithiobacillus ferrooxidans	2411754	2417049	Dimob
NC_011761.1	Acidithiobacillus ferrooxidans	2861419	2877951	Dimob
NC_012483.1	Acidobacterium capsulatum	424178	456159	Dimob
NC_012483.1	Acidobacterium capsulatum	729287	756003	Dimob
NC_012483.1	Acidobacterium capsulatum	1332749	1405690	Dimob
NC_012483.1	Acidobacterium capsulatum	1573082	1584735	Dimob
NC_012483.1	Acidobacterium capsulatum	1819752	1863795	Dimob
NC_012483.1	Acidobacterium capsulatum	1875427	1886725	Dimob
NC_012483.1	Acidobacterium capsulatum	3001735	3032597	Dimob
NC_012483.1	Acidobacterium capsulatum	3072413	3080139	Dimob
NC_008578.1	Acidothermus cellulolyticus	1035968	1056936	Dimob
NC_015138.1	Acidovorax avenae	289363	305338	Dimob
NC_015138.1	Acidovorax avenae	697049	725193	Dimob
NC_015138.1	Acidovorax avenae	776752	816935	Dimob
NC_015138.1	Acidovorax avenae	1147466	1158198	Dimob
NC_015138.1	Acidovorax avenae	1216267	1232873	Dimob
NC_015138.1	Acidovorax avenae	2076835	2096968	Dimob
NC_015138.1	Acidovorax avenae	2786639	2801839	Dimob
NC_015138.1	Acidovorax avenae	4105200	4123729	Dimob
NC_015138.1	Acidovorax avenae	4208853	4224731	Dimob
NC_008752.1	Acidovorax citrulli	552529	558153	Dimob
NC_008752.1	Acidovorax citrulli	588652	604010	Dimob
NC_008752.1	Acidovorax citrulli	729805	747397	Dimob
NC_008752.1	Acidovorax citrulli	761576	769420	Dimob
NC_008752.1	Acidovorax citrulli	1783551	1786947	Dimob
NC_008752.1	Acidovorax citrulli	1858787	1869902	Dimob
NC_008752.1	Acidovorax citrulli	1910042	1932782	Dimob
NC_008752.1	Acidovorax citrulli	2614826	2634213	Dimob
NC_008752.1	Acidovorax citrulli	2732687	2741751	Dimob
NC_008752.1	Acidovorax citrulli	2939376	2989655	Dimob
NC_008752.1	Acidovorax citrulli	3173430	3210873	Dimob
NC_008752.1	Acidovorax citrulli	3512697	3523979	Dimob
NC_008752.1	Acidovorax citrulli	3704782	3717899	Dimob
NC_008752.1	Acidovorax citrulli	4208051	4221978	Dimob
NC_008752.1	Acidovorax citrulli	4579836	4584105	Dimob
NC_008752.1	Acidovorax citrulli	5114876	5154469	Dimob
NC_011992.1	Acidovorax ebreus	1052210	1060914	Dimob
NC_011992.1	Acidovorax ebreus	1325211	1359159	Dimob
NC_011992.1	Acidovorax ebreus	1646668	1663249	Dimob
NC_011992.1	Acidovorax ebreus	2275170	2338673	Dimob
NC_011992.1	Acidovorax ebreus	3379833	3473819	Dimob
NC_011992.1	Acidovorax ebreus	3556019	3569796	Dimob
NC_011992.1	Acidovorax ebreus	3749723	3788890	Dimob
NC_008782.1	Acidovorax sp.	333098	345395	Dimob
NC_008782.1	Acidovorax sp.	582205	616297	Dimob
NC_008782.1	Acidovorax sp.	1357209	1375100	Dimob
NC_008782.1	Acidovorax sp.	1494669	1502156	Dimob
NC_008782.1	Acidovorax sp.	1534916	1589751	Dimob
NC_008782.1	Acidovorax sp.	1607893	1646404	Dimob
NC_008782.1	Acidovorax sp.	1922640	1968223	Dimob
NC_008782.1	Acidovorax sp.	2283178	2369252	Dimob
NC_008782.1	Acidovorax sp.	2567341	2592885	Dimob
NC_008782.1	Acidovorax sp.	2609863	2620654	Dimob
