#ACCESSION	ORGANISM	START	END	DETECTION
NC_017111.1	Acetobacter pasteurianus	1949758	1956399	Sigi
NC_017111.1	Acetobacter pasteurianus	2039077	2045681	Sigi
NC_017111.1	Acetobacter pasteurianus	2207740	2211960	Sigi
NC_017111.1	Acetobacter pasteurianus	2257292	2261673	Sigi
NC_017111.1	Acetobacter pasteurianus	2351851	2357239	Sigi
NC_017111.1	Acetobacter pasteurianus	2785044	2792872	Sigi
NC_017111.1	Acetobacter pasteurianus	2824796	2829516	Sigi
NC_017150.1	Acetobacter pasteurianus	168917	185831	Sigi
NC_017150.1	Acetobacter pasteurianus	191232	197397	Sigi
NC_017150.1	Acetobacter pasteurianus	851672	868620	Sigi
NC_017150.1	Acetobacter pasteurianus	871544	875860	Sigi
NC_017150.1	Acetobacter pasteurianus	1412836	1417926	Sigi
NC_017150.1	Acetobacter pasteurianus	1857534	1864175	Sigi
NC_017150.1	Acetobacter pasteurianus	1947578	1953432	Sigi
NC_017150.1	Acetobacter pasteurianus	2115491	2119729	Sigi
NC_017150.1	Acetobacter pasteurianus	2165061	2169442	Sigi
NC_017150.1	Acetobacter pasteurianus	2259620	2265008	Sigi
NC_017150.1	Acetobacter pasteurianus	2695643	2703471	Sigi
NC_017150.1	Acetobacter pasteurianus	2735395	2740115	Sigi
NC_017108.1	Acetobacter pasteurianus	168917	185831	Sigi
NC_017108.1	Acetobacter pasteurianus	191232	197397	Sigi
NC_017108.1	Acetobacter pasteurianus	851666	868614	Sigi
NC_017108.1	Acetobacter pasteurianus	871538	875854	Sigi
NC_017108.1	Acetobacter pasteurianus	1412830	1417920	Sigi
NC_017108.1	Acetobacter pasteurianus	1949770	1956411	Sigi
NC_017108.1	Acetobacter pasteurianus	2039809	2045663	Sigi
NC_017108.1	Acetobacter pasteurianus	2207722	2211942	Sigi
NC_017108.1	Acetobacter pasteurianus	2257274	2261655	Sigi
NC_017108.1	Acetobacter pasteurianus	2351833	2357221	Sigi
NC_017108.1	Acetobacter pasteurianus	2785026	2792854	Sigi
NC_017108.1	Acetobacter pasteurianus	2824778	2829498	Sigi
NZ_AP014881.1	Acetobacter pasteurianus	1264632	1271827	Sigi
NZ_AP014881.1	Acetobacter pasteurianus	1376388	1381478	Sigi
NZ_AP014881.1	Acetobacter pasteurianus	1515599	1526829	Sigi
NZ_AP014881.1	Acetobacter pasteurianus	1529829	1538160	Sigi
NZ_AP014881.1	Acetobacter pasteurianus	1547764	1553735	Sigi
NZ_AP014881.1	Acetobacter pasteurianus	1748324	1753217	Sigi
NZ_AP014881.1	Acetobacter pasteurianus	1761132	1780063	Sigi
NZ_AP014881.1	Acetobacter pasteurianus	1784455	1790705	Sigi
NZ_AP014881.1	Acetobacter pasteurianus	2037860	2048946	Sigi
NZ_AP014881.1	Acetobacter pasteurianus	2306918	2311299	Sigi
NZ_AP014881.1	Acetobacter pasteurianus	2340360	2346790	Sigi
NZ_AP014881.1	Acetobacter pasteurianus	2416326	2421714	Sigi
NZ_AP014881.1	Acetobacter pasteurianus	2795263	2800644	Sigi
NZ_AP014881.1	Acetobacter pasteurianus	2832926	2837636	Sigi
NC_021991.1	Acetobacter pasteurianus	121941	126453	Sigi
NC_021991.1	Acetobacter pasteurianus	261248	267480	Sigi
NC_021991.1	Acetobacter pasteurianus	271776	279088	Sigi
NC_021991.1	Acetobacter pasteurianus	715567	722850	Sigi
NC_021991.1	Acetobacter pasteurianus	982144	986525	Sigi
NC_021991.1	Acetobacter pasteurianus	1074301	1079690	Sigi
NC_021991.1	Acetobacter pasteurianus	1453241	1458622	Sigi
NC_021991.1	Acetobacter pasteurianus	1490905	1495615	Sigi
NC_021991.1	Acetobacter pasteurianus	1722841	1736394	Sigi
NC_021991.1	Acetobacter pasteurianus	1749870	1758459	Sigi
NC_021991.1	Acetobacter pasteurianus	2392624	2397355	Sigi
NC_021991.1	Acetobacter pasteurianus	2398997	2403052	Sigi
NZ_CP012111.1	Acetobacter pasteurianus	252939	264248	Sigi
NZ_CP012111.1	Acetobacter pasteurianus	342289	346314	Sigi
NZ_CP012111.1	Acetobacter pasteurianus	383888	388217	Sigi
NZ_CP012111.1	Acetobacter pasteurianus	678652	683040	Sigi
NZ_CP012111.1	Acetobacter pasteurianus	733489	738862	Sigi
NZ_CP012111.1	Acetobacter pasteurianus	768430	776709	Sigi
NZ_CP012111.1	Acetobacter pasteurianus	848506	854901	Sigi
NZ_CP012111.1	Acetobacter pasteurianus	2427826	2432219	Sigi
NZ_CP012111.1	Acetobacter pasteurianus	2507666	2511797	Sigi
NZ_CP012111.1	Acetobacter pasteurianus	2796837	2805426	Sigi
NZ_CP015164.1	Acetobacter pasteurianus	1482927	1488000	Sigi
NZ_CP015164.1	Acetobacter pasteurianus	1882806	1900592	Sigi
NZ_CP015164.1	Acetobacter pasteurianus	1910593	1916532	Sigi
NZ_CP015164.1	Acetobacter pasteurianus	2417190	2421907	Sigi
NZ_CP015168.1	Acetobacter pasteurianus	1559149	1563884	Sigi
NZ_CP015168.1	Acetobacter pasteurianus	1619553	1624296	Sigi
NZ_CP015168.1	Acetobacter pasteurianus	2080025	2084066	Sigi
NC_016894.1	Acetobacterium woodii	1024696	1028894	Sigi
NC_016894.1	Acetobacterium woodii	1402230	1406975	Sigi
NC_016894.1	Acetobacterium woodii	3946355	3950921	Sigi
NC_014378.1	Acetohalobium arabaticum	976202	980818	Sigi
NZ_CP009448.1	Achromobacter xylosoxidans	1225499	1233175	Sigi
NZ_CP009448.1	Achromobacter xylosoxidans	2018280	2026939	Sigi
NZ_CP009448.1	Achromobacter xylosoxidans	2732273	2742318	Sigi
NZ_CP009448.1	Achromobacter xylosoxidans	3084934	3089078	Sigi
NZ_CP009448.1	Achromobacter xylosoxidans	3346267	3350470	Sigi
NZ_CP009448.1	Achromobacter xylosoxidans	3497352	3507313	Sigi
NZ_CP009448.1	Achromobacter xylosoxidans	3653728	3657956	Sigi
NZ_CP009448.1	Achromobacter xylosoxidans	4057641	4064916	Sigi
NZ_CP009448.1	Achromobacter xylosoxidans	4709143	4719848	Sigi
NZ_CP009448.1	Achromobacter xylosoxidans	4759473	4766789	Sigi
NZ_CP009448.1	Achromobacter xylosoxidans	5930224	5966436	Sigi
NZ_CP009448.1	Achromobacter xylosoxidans	6110655	6115252	Sigi
NZ_LN831029.1	Achromobacter xylosoxidans	1155258	1159345	Sigi
NZ_LN831029.1	Achromobacter xylosoxidans	1180446	1189741	Sigi
NZ_LN831029.1	Achromobacter xylosoxidans	1239212	1244295	Sigi
NZ_LN831029.1	Achromobacter xylosoxidans	2938831	2946924	Sigi
NZ_LN831029.1	Achromobacter xylosoxidans	3291162	3295814	Sigi
NZ_LN831029.1	Achromobacter xylosoxidans	3795818	3800227	Sigi
NZ_LN831029.1	Achromobacter xylosoxidans	3864151	3869305	Sigi
NZ_LN831029.1	Achromobacter xylosoxidans	4168474	4173704	Sigi
NZ_LN831029.1	Achromobacter xylosoxidans	4189604	4196333	Sigi
NZ_LN831029.1	Achromobacter xylosoxidans	4199852	4204356	Sigi
NZ_LN831029.1	Achromobacter xylosoxidans	4463994	4470045	Sigi
NZ_LN831029.1	Achromobacter xylosoxidans	5229951	5240569	Sigi
NZ_LN831029.1	Achromobacter xylosoxidans	5245040	5252168	Sigi
NZ_LN831029.1	Achromobacter xylosoxidans	5279575	5284349	Sigi
NZ_LN831029.1	Achromobacter xylosoxidans	6280691	6287026	Sigi
NZ_LN831029.1	Achromobacter xylosoxidans	6311815	6315886	Sigi
NZ_LN831029.1	Achromobacter xylosoxidans	6322230	6327936	Sigi
NZ_LN831029.1	Achromobacter xylosoxidans	6328593	6332937	Sigi
NZ_LN831029.1	Achromobacter xylosoxidans	6374014	6383743	Sigi
NZ_LN831029.1	Achromobacter xylosoxidans	6384160	6389599	Sigi
NZ_LN831029.1	Achromobacter xylosoxidans	6614781	6628597	Sigi
NZ_LN831029.1	Achromobacter xylosoxidans	6630480	6643638	Sigi
NZ_LN831029.1	Achromobacter xylosoxidans	6644492	6648542	Sigi
NZ_CP014060.1	Achromobacter xylosoxidans	357325	361946	Sigi
NZ_CP014060.1	Achromobacter xylosoxidans	536142	541465	Sigi
NZ_CP014060.1	Achromobacter xylosoxidans	1820160	1824421	Sigi
NZ_CP014060.1	Achromobacter xylosoxidans	1832080	1836298	Sigi
NC_013740.1	Acidaminococcus fermentans	669516	677237	Sigi
NC_013740.1	Acidaminococcus fermentans	853002	857782	Sigi
NC_013740.1	Acidaminococcus fermentans	1185969	1193529	Sigi
NC_013740.1	Acidaminococcus fermentans	1242978	1247864	Sigi
NC_013740.1	Acidaminococcus fermentans	1263710	1282529	Sigi
NC_013740.1	Acidaminococcus fermentans	1287774	1296637	Sigi
NC_013740.1	Acidaminococcus fermentans	1952215	1957893	Sigi
NC_016077.1	Acidaminococcus intestini	682881	695465	Sigi
NC_016077.1	Acidaminococcus intestini	702698	711235	Sigi
NC_016077.1	Acidaminococcus intestini	1009983	1016823	Sigi
NC_016077.1	Acidaminococcus intestini	1032055	1040310	Sigi
NC_016077.1	Acidaminococcus intestini	1042416	1048226	Sigi
NC_016077.1	Acidaminococcus intestini	1262476	1267854	Sigi
NC_016077.1	Acidaminococcus intestini	1275997	1298628	Sigi
NC_016077.1	Acidaminococcus intestini	1330625	1336176	Sigi
NC_016077.1	Acidaminococcus intestini	1341076	1347213	Sigi
NC_016077.1	Acidaminococcus intestini	1393470	1402185	Sigi
NC_016077.1	Acidaminococcus intestini	1414132	1418467	Sigi
NC_016077.1	Acidaminococcus intestini	1883511	1898995	Sigi
NC_016077.1	Acidaminococcus intestini	1901020	1905697	Sigi
NC_016077.1	Acidaminococcus intestini	1907720	1918284	Sigi
NC_016077.1	Acidaminococcus intestini	1933436	1937776	Sigi
NC_016077.1	Acidaminococcus intestini	1938655	1946844	Sigi
NC_016077.1	Acidaminococcus intestini	1964485	1969193	Sigi
NC_016077.1	Acidaminococcus intestini	1971393	1991941	Sigi
NC_016077.1	Acidaminococcus intestini	1999624	2004323	Sigi
NC_009484.1	Acidiphilium cryptum	87195	95037	Sigi
NC_009484.1	Acidiphilium cryptum	102503	125823	Sigi
NC_009484.1	Acidiphilium cryptum	262065	268982	Sigi
NC_009484.1	Acidiphilium cryptum	325989	337749	Sigi
NC_009484.1	Acidiphilium cryptum	435182	439887	Sigi
NC_009484.1	Acidiphilium cryptum	468139	480668	Sigi
NC_009484.1	Acidiphilium cryptum	494952	502564	Sigi
NC_009484.1	Acidiphilium cryptum	666868	675043	Sigi
NC_009484.1	Acidiphilium cryptum	870556	886008	Sigi
NC_009484.1	Acidiphilium cryptum	895295	903670	Sigi
NC_009484.1	Acidiphilium cryptum	1299633	1312183	Sigi
NC_009484.1	Acidiphilium cryptum	1431994	1437212	Sigi
NC_009484.1	Acidiphilium cryptum	1439579	1447442	Sigi
NC_009484.1	Acidiphilium cryptum	1627146	1643408	Sigi
NC_009484.1	Acidiphilium cryptum	1651917	1660600	Sigi
NC_009484.1	Acidiphilium cryptum	1991313	2007218	Sigi
NC_009484.1	Acidiphilium cryptum	2457060	2466130	Sigi
NC_009484.1	Acidiphilium cryptum	2549599	2555767	Sigi
NC_009484.1	Acidiphilium cryptum	2561466	2567243	Sigi
NC_009484.1	Acidiphilium cryptum	2584354	2597893	Sigi
NC_009484.1	Acidiphilium cryptum	2669235	2682256	Sigi
NC_015186.1	Acidiphilium multivorum	50793	65803	Sigi
NC_015186.1	Acidiphilium multivorum	118439	126282	Sigi
NC_015186.1	Acidiphilium multivorum	133748	160014	Sigi
NC_015186.1	Acidiphilium multivorum	293074	300429	Sigi
NC_015186.1	Acidiphilium multivorum	363883	368756	Sigi
NC_015186.1	Acidiphilium multivorum	453408	458244	Sigi
NC_015186.1	Acidiphilium multivorum	497516	514652	Sigi
NC_015186.1	Acidiphilium multivorum	540215	544920	Sigi
NC_015186.1	Acidiphilium multivorum	577086	589615	Sigi
NC_015186.1	Acidiphilium multivorum	603899	611511	Sigi
NC_015186.1	Acidiphilium multivorum	759017	767191	Sigi
NC_015186.1	Acidiphilium multivorum	1130897	1135141	Sigi
NC_015186.1	Acidiphilium multivorum	1146699	1153581	Sigi
NC_015186.1	Acidiphilium multivorum	1497488	1505315	Sigi
NC_015186.1	Acidiphilium multivorum	1509757	1517622	Sigi
NC_015186.1	Acidiphilium multivorum	1697408	1712965	Sigi
NC_015186.1	Acidiphilium multivorum	1724014	1730863	Sigi
NC_015186.1	Acidiphilium multivorum	2070952	2076603	Sigi
NC_015186.1	Acidiphilium multivorum	2132704	2144065	Sigi
NC_015186.1	Acidiphilium multivorum	2149792	2166074	Sigi
NC_015186.1	Acidiphilium multivorum	2224051	2238567	Sigi
NC_015186.1	Acidiphilium multivorum	2279274	2283791	Sigi
NC_015186.1	Acidiphilium multivorum	2744294	2748465	Sigi
NC_015186.1	Acidiphilium multivorum	2815807	2821975	Sigi
NC_015186.1	Acidiphilium multivorum	2827670	2834783	Sigi
NC_015186.1	Acidiphilium multivorum	2867915	2872311	Sigi
NC_015186.1	Acidiphilium multivorum	2895831	2922305	Sigi
NC_015186.1	Acidiphilium multivorum	2928924	2936372	Sigi
NC_015186.1	Acidiphilium multivorum	2937935	2951154	Sigi
NC_015186.1	Acidiphilium multivorum	3447099	3452117	Sigi
NZ_CP005986.1	Acidithiobacillus caldus	117021	121709	Sigi
NZ_CP005986.1	Acidithiobacillus caldus	142423	147118	Sigi
NZ_CP005986.1	Acidithiobacillus caldus	182242	192833	Sigi
NZ_CP005986.1	Acidithiobacillus caldus	242763	252341	Sigi
NZ_CP005986.1	Acidithiobacillus caldus	1370904	1377127	Sigi
NZ_CP005986.1	Acidithiobacillus caldus	1618971	1626890	Sigi
NZ_CP005986.1	Acidithiobacillus caldus	1652195	1656350	Sigi
NZ_CP005986.1	Acidithiobacillus caldus	1701281	1706879	Sigi
NZ_CP005986.1	Acidithiobacillus caldus	1748311	1756663	Sigi
NZ_CP005986.1	Acidithiobacillus caldus	1763111	1767777	Sigi
NZ_CP005986.1	Acidithiobacillus caldus	1912288	1944699	Sigi
NZ_CP005986.1	Acidithiobacillus caldus	1946391	1962974	Sigi
NZ_CP005986.1	Acidithiobacillus caldus	1974381	1978556	Sigi
NC_015850.1	Acidithiobacillus caldus	116936	129300	Sigi
NC_015850.1	Acidithiobacillus caldus	229914	234871	Sigi
NC_015850.1	Acidithiobacillus caldus	555813	560538	Sigi
NC_015850.1	Acidithiobacillus caldus	566926	571606	Sigi
NC_015850.1	Acidithiobacillus caldus	742808	748589	Sigi
NC_015850.1	Acidithiobacillus caldus	767562	773368	Sigi
NC_015850.1	Acidithiobacillus caldus	779999	787809	Sigi
NC_015850.1	Acidithiobacillus caldus	1013904	1020220	Sigi
NC_015850.1	Acidithiobacillus caldus	1298007	1302296	Sigi
NC_015850.1	Acidithiobacillus caldus	1637443	1643666	Sigi
NC_015850.1	Acidithiobacillus caldus	1863733	1870388	Sigi
NC_015850.1	Acidithiobacillus caldus	1895609	1900038	Sigi
NC_015850.1	Acidithiobacillus caldus	1944359	1949039	Sigi
NC_015850.1	Acidithiobacillus caldus	1955427	1960152	Sigi
NC_015850.1	Acidithiobacillus caldus	2099970	2105683	Sigi
NC_015850.1	Acidithiobacillus caldus	2113657	2119585	Sigi
NC_015850.1	Acidithiobacillus caldus	2122415	2127735	Sigi
NC_015850.1	Acidithiobacillus caldus	2134091	2139322	Sigi
NC_015942.1	Acidithiobacillus ferrivorans	52067	57195	Sigi
NC_015942.1	Acidithiobacillus ferrivorans	68533	74477	Sigi
NC_015942.1	Acidithiobacillus ferrivorans	173216	183188	Sigi
NC_015942.1	Acidithiobacillus ferrivorans	365632	369690	Sigi
NC_015942.1	Acidithiobacillus ferrivorans	386753	391831	Sigi
NC_015942.1	Acidithiobacillus ferrivorans	422960	427741	Sigi
NC_015942.1	Acidithiobacillus ferrivorans	431965	436137	Sigi
NC_015942.1	Acidithiobacillus ferrivorans	627091	633108	Sigi
NC_015942.1	Acidithiobacillus ferrivorans	732119	737152	Sigi
NC_015942.1	Acidithiobacillus ferrivorans	856135	861064	Sigi
NC_015942.1	Acidithiobacillus ferrivorans	894331	901780	Sigi
NC_015942.1	Acidithiobacillus ferrivorans	924994	930196	Sigi
NC_015942.1	Acidithiobacillus ferrivorans	1179969	1184001	Sigi
NC_015942.1	Acidithiobacillus ferrivorans	1841973	1848909	Sigi
NC_015942.1	Acidithiobacillus ferrivorans	1854718	1859244	Sigi
NC_015942.1	Acidithiobacillus ferrivorans	1897971	1906070	Sigi
NC_015942.1	Acidithiobacillus ferrivorans	1909841	1914316	Sigi
NC_015942.1	Acidithiobacillus ferrivorans	2069637	2074096	Sigi
NC_015942.1	Acidithiobacillus ferrivorans	2156894	2161454	Sigi
NC_015942.1	Acidithiobacillus ferrivorans	2221754	2229467	Sigi
NC_015942.1	Acidithiobacillus ferrivorans	2324267	2332231	Sigi
NC_015942.1	Acidithiobacillus ferrivorans	2343638	2350198	Sigi
NC_015942.1	Acidithiobacillus ferrivorans	2552720	2557535	Sigi
NC_015942.1	Acidithiobacillus ferrivorans	2991546	2996649	Sigi
NC_015942.1	Acidithiobacillus ferrivorans	3100112	3108520	Sigi
NC_011206.1	Acidithiobacillus ferrooxidans	135071	139215	Sigi
NC_011206.1	Acidithiobacillus ferrooxidans	194699	202172	Sigi
NC_011206.1	Acidithiobacillus ferrooxidans	206171	210462	Sigi
NC_011206.1	Acidithiobacillus ferrooxidans	270086	285138	Sigi
NC_011206.1	Acidithiobacillus ferrooxidans	788357	793157	Sigi
NC_011206.1	Acidithiobacillus ferrooxidans	937729	943822	Sigi
NC_011206.1	Acidithiobacillus ferrooxidans	1234079	1238978	Sigi
NC_011206.1	Acidithiobacillus ferrooxidans	1710151	1718203	Sigi
NC_011206.1	Acidithiobacillus ferrooxidans	1926603	1936535	Sigi
NC_011206.1	Acidithiobacillus ferrooxidans	2010327	2015653	Sigi
NC_011206.1	Acidithiobacillus ferrooxidans	2050037	2054280	Sigi
NC_011206.1	Acidithiobacillus ferrooxidans	2303931	2308099	Sigi
NC_011206.1	Acidithiobacillus ferrooxidans	2456841	2464162	Sigi
NC_011206.1	Acidithiobacillus ferrooxidans	2547586	2552111	Sigi
NC_011206.1	Acidithiobacillus ferrooxidans	2717413	2725267	Sigi
NC_011206.1	Acidithiobacillus ferrooxidans	2862272	2870135	Sigi
NC_011761.1	Acidithiobacillus ferrooxidans	609339	614139	Sigi
NC_011761.1	Acidithiobacillus ferrooxidans	750515	756458	Sigi
NC_011761.1	Acidithiobacillus ferrooxidans	762941	769632	Sigi
NC_011761.1	Acidithiobacillus ferrooxidans	909231	917486	Sigi
NC_011761.1	Acidithiobacillus ferrooxidans	1073541	1077652	Sigi
NC_011761.1	Acidithiobacillus ferrooxidans	1162957	1167431	Sigi
NC_011761.1	Acidithiobacillus ferrooxidans	1504835	1509988	Sigi
NC_011761.1	Acidithiobacillus ferrooxidans	1829044	1837096	Sigi
NC_011761.1	Acidithiobacillus ferrooxidans	1996167	2006118	Sigi
NC_011761.1	Acidithiobacillus ferrooxidans	2041071	2051003	Sigi
NC_011761.1	Acidithiobacillus ferrooxidans	2124795	2130121	Sigi
NC_011761.1	Acidithiobacillus ferrooxidans	2161995	2166238	Sigi
NC_011761.1	Acidithiobacillus ferrooxidans	2555017	2562338	Sigi
NC_011761.1	Acidithiobacillus ferrooxidans	2648246	2656202	Sigi
NC_011761.1	Acidithiobacillus ferrooxidans	2817574	2825428	Sigi
NC_011761.1	Acidithiobacillus ferrooxidans	2957823	2965686	Sigi
NC_008578.1	Acidothermus cellulolyticus	608511	615468	Sigi
NC_008578.1	Acidothermus cellulolyticus	1837635	1850124	Sigi
NC_008578.1	Acidothermus cellulolyticus	1921204	1925646	Sigi
NC_008578.1	Acidothermus cellulolyticus	2210164	2214840	Sigi
NC_008578.1	Acidothermus cellulolyticus	2233717	2238365	Sigi
NC_015138.1	Acidovorax avenae	5774	11737	Sigi
NC_015138.1	Acidovorax avenae	206858	211662	Sigi
NC_015138.1	Acidovorax avenae	299966	305338	Sigi
NC_015138.1	Acidovorax avenae	522921	527364	Sigi
NC_015138.1	Acidovorax avenae	718626	723196	Sigi
NC_015138.1	Acidovorax avenae	1148312	1158198	Sigi
NC_015138.1	Acidovorax avenae	1633324	1640397	Sigi
NC_015138.1	Acidovorax avenae	1819102	1823713	Sigi
NC_015138.1	Acidovorax avenae	1939696	1943843	Sigi
NC_015138.1	Acidovorax avenae	2078430	2084887	Sigi
NC_015138.1	Acidovorax avenae	2087507	2091532	Sigi
NC_015138.1	Acidovorax avenae	2305817	2310454	Sigi
NC_015138.1	Acidovorax avenae	3068573	3073677	Sigi
NC_015138.1	Acidovorax avenae	3931131	3939101	Sigi
NC_015138.1	Acidovorax avenae	4111596	4117733	Sigi
NC_015138.1	Acidovorax avenae	5060607	5067561	Sigi
NC_015138.1	Acidovorax avenae	5283684	5289998	Sigi
NC_008752.1	Acidovorax citrulli	94453	100307	Sigi
NC_008752.1	Acidovorax citrulli	174559	179084	Sigi
NC_008752.1	Acidovorax citrulli	421826	432792	Sigi
NC_008752.1	Acidovorax citrulli	531453	535541	Sigi
NC_008752.1	Acidovorax citrulli	554462	558627	Sigi
NC_008752.1	Acidovorax citrulli	579653	585544	Sigi
NC_008752.1	Acidovorax citrulli	597658	604010	Sigi
NC_008752.1	Acidovorax citrulli	626584	634191	Sigi
NC_008752.1	Acidovorax citrulli	733147	739365	Sigi
NC_008752.1	Acidovorax citrulli	767563	774210	Sigi
NC_008752.1	Acidovorax citrulli	776117	782040	Sigi
NC_008752.1	Acidovorax citrulli	1036264	1054119	Sigi
NC_008752.1	Acidovorax citrulli	1910042	1915684	Sigi
NC_008752.1	Acidovorax citrulli	2616530	2622990	Sigi
NC_008752.1	Acidovorax citrulli	2732687	2737656	Sigi
NC_008752.1	Acidovorax citrulli	2943289	2954615	Sigi
NC_008752.1	Acidovorax citrulli	2979138	2985162	Sigi
NC_008752.1	Acidovorax citrulli	3015844	3021907	Sigi
NC_008752.1	Acidovorax citrulli	3039042	3047802	Sigi
NC_008752.1	Acidovorax citrulli	3055950	3062997	Sigi
NC_008752.1	Acidovorax citrulli	3227315	3235634	Sigi
NC_008752.1	Acidovorax citrulli	3703574	3712154	Sigi
NC_008752.1	Acidovorax citrulli	3713465	3722793	Sigi
NC_008752.1	Acidovorax citrulli	3920510	3926105	Sigi
NC_008752.1	Acidovorax citrulli	3963314	3968512	Sigi
NC_008752.1	Acidovorax citrulli	4102940	4107403	Sigi
NC_008752.1	Acidovorax citrulli	4152797	4156943	Sigi
NC_008752.1	Acidovorax citrulli	4671057	4678167	Sigi
NC_011992.1	Acidovorax ebreus	1150265	1159272	Sigi
NC_011992.1	Acidovorax ebreus	1300088	1306740	Sigi
NC_011992.1	Acidovorax ebreus	1327999	1332027	Sigi
NC_011992.1	Acidovorax ebreus	1340993	1345167	Sigi
